id,text,BJP,Congress,Others
3667,PM Sh. @narendramodi ji's Govt has proven that the nation stands in unity with its protectors... its SOLDIERS.,1,0,0
3668,Last 5yrs #BJP ruled and rebuild India ??India becomes 4th largest economy country in the world ,1,0,0
3669,"This is Gohpur,Assam. This is no more a wave,this is Tsunami. Assam 9+ seats alone confirm for BJP.",1,0,0
3670,We are sure that lotus will blossom in Bagalkot yet again for #NaMoAgain ,1,0,0
3671,Tiger is coming back 23 May 2019 ,1,0,0
3672,Modi Era- Easy Of Doing Business Congress Era- Easy Of Doing Corruption ,1,0,0
3673,I support #DynastyMuktBharat - India is not a property of any family. ,1,0,0
3674,Haan Main Bhi Ek Chowkidar hu... I m proud to be a Chowkidar...,1,0,0
3675,"Yesterday I got 2,19,000 from Modi under PMAY scheme..Will vote for Modi again #NamoAgain",1,0,0
3676,Job Seekers to Job Creators! A fundamental shift that @BJP4India govt. has brought.,1,0,0
3677,The huge turnout of the people indicates the change. @BJP4Odisha ,1,0,0
3678,How's the Josh High Sir #NamoInJammu ,1,0,0
3679,"#BJP4Telangana ""Rahul as PM? Hahahhahahahahaha ",1,0,0
3680,"Please dont ask these Mangaluru college students, the first time voters, do they want Rahul as PM!",1,0,0
3681,No doubt #BJP will form the govt in #Elections2019. ,1,0,0
3682,We want Bjp in AP also Sir #NamoAgain ,1,0,0
3683,National Flag can be seen in the rally of only one party....which is synonymous to Nationalism...#BJP4India,1,0,0
3684,"Same logic , Modi was born during Nehru era , so vote for Modi for better governance , better India !",1,0,0
3685,Please cast your vote for Modiji at any cost. He will not let your vote go waste.,1,0,0
3686,"BJP is a political party that runs like a family, while others political party are run by family",1,0,0
3687,"You should have agenda of development of the country, less violence in country, etc. #NaMoAgain",1,0,0
3688,Best PM till now. We want you to become PM again in 2019 for development of india.,1,0,0
3689,Every Vote counts for Narendra Modi. Keep your egos and differences aside and come together and Vote for BJP,1,0,0
3690,Eagerly waiting for next comment on opposition. It improves the knowledge of Indian people. #NaMoAgain,1,0,0
3691,@narendramodi I'm blessed that I'll vote for you in upcoming general election.,1,0,0
3692,Pakistan Doesn't want Modi to win as Modi doesn't stop himself from punishing Pakistan for its bad adventures against India.,1,0,0
3693,"Chowkidar pure hai ,,Rahul Gandhi chor hai Priyanka Vadra chor hai ",1,0,0
3694,#NaMoAgain is not a branded Tshirt. Its an EMOTION. Its an ATTITUDE. Its TRUST.,1,0,0
3695,India on serious danger.. Anti nationals can go to any extent.. Only NaMo can save our nation. ,1,0,0
3696,BJP to win 300+ seats according to C Voters.. #NamoAgain,1,0,0
3697,Invoking Nationalist song ! Vote for Nationalist Leader @narendramodi ,1,0,0
3698,"The #MainBhiChowkidar movement is, like the Quit India movement by Gandhiji,",1,0,0
3699,Your 1971 BLUFF of “GARIBI HATAO” is searching for “NYAY” in 2019. ,1,0,0
3700,"We sell chai & Tshirts, NOT the country. ",1,0,0
3701,"India second most optimistic globally about executive job growth, says survey.. This is why we need #NamoAgain ",1,0,0
3702,Thank God @BJP4India is winning the elections - imagine the confusion if Congress ever run the country! ,1,0,0
3703,The people of India have two options in the #LokSabhaElections2019 to choose from - A) Lotus B) Loot-us ,1,0,0
3704,Iam Sure and We will work hard and ensure we win with Huge Margin this time ,1,0,0
3705,BHAG PAPPU BHAG,1,0,0
3706,Housing for All by 2022 - PM Awas Yojana Guideliness. Beneficiaries from Tamil Nadu thanked Modi for the new house built,1,0,0
3707,Nation wants @narendramodi Jee as the Prime Minister for a strong India,1,0,0
3708,A third year girl student attacked in Varanasi because her #NaMoAgain sweat shirt made chamchas of @priyankagandhi SWEAT like hell... ,1,0,0
3709,The CONgress has CONned the country for several decades. This summer let's con them back. ,1,0,0
3710,The Mahagathbandhan has none of those qualities.,1,0,0
3711,This is #narishakti with #NaMoAgain Mothers and their daughters all ready to campaign.,1,0,0
3712,Mirror Of Developing India... #NamoAgain,1,0,0
3713,"People of AP want Modi, we want to put an end to this corrupt family rule. ",1,0,0
3714,MalNutrition has been a Huge problem since british period ! Present Govt show the difference by 4% in just 2 years,1,0,0
3715,"For people who are supporting @Inc , please take a note of this. Kaho dil se, Modi ji fir se",1,0,0
3716,"We will protect the nation from dirt and ensure India is free from unclean surroundings. So, We All Want You #ModiJi, for Make A Good Nation.",1,0,0
3717,"Before 2014, corruption was institutionalized; today, honesty has been institutionalized",1,0,0
3718,All Bakths are Indians....All Indians are Bakths.... Others are either Mughal's or Italian slaves... ,1,0,0
3719,Congress hi #Pappu ko 1 bhi seat nhi lane degi ye pakka hota ja raha ha,1,0,0
3720,India needs a Hindu leader from a Hindu political party. #NaMoAgain ,1,0,0
3721,Your a great leader.We can't even imagine anybody else as our PM.,1,0,0
3722,"When Rahul pappu gandhi call you chowkidar, turn it into #MainBhiChowkidar and sweep 2019. ",1,0,0
3723,Congress should also start a campaign with Rahul Gandhi leading and all Pidis saying #MainBhiPappu :),1,0,0
3724,"Entire Nation stands with PM Modi, only Anti-India Brigade Supports Cong who'll soon come to their logical end!",1,0,0
3725,Let’s support our iron man to build new India of our dreams #MainBhiChowkidar ,1,0,0
3726,"""Hate for Modi"" is turning into ""Hate for India"".. Keep trying hard.. But save some energy as you will have to do this for the next 5 years too.",1,0,0
3727,"Manmohan Singh Was Not as Determined and Strong on Terror as @narendramodi, ",1,0,0
3728,Everyday opposition leaders from opposition bastion are joining BJP. It shows direction of the wind.,1,0,0
3729,lways Keep Calm And Trust NaMo...,1,0,0
3730,I am from AP. My vote is in TG. My vote is for my nation. My vote is for BJP. My Vote is for Modi. ,1,0,0
3731,"Definitely He is cruel, All black money COLLECTORS suffered. They lost their entire black money at one shot. Those were sleepless nights for frauds. ",1,0,0
3732,The Future seems to be the brightest with #NaMoAgain ,1,0,0
3733,Wasn’t PAKISTAN a creation of GANDHI And A cause for million deaths Continuing till date Think before setting a tone,1,0,0
3734,We will fight for a better India. People will vote in national interest. #NamoAgain,1,0,0
3735,Going to apply leave for 23rd May to celebrate Modi's Victory.,1,0,0
3736,almost one month of on ground campaigning and interaction with people confirms that Josh is almost similar to 2014.,1,0,0
3737,India Jumps from 99th position in 2014 to 26th position in 2019 in “Electricity Accessibility” rankings done by World Bank. #NaMoAgain ,1,0,0
3738,Bharat Mata & SON of the Soil!!! #Modi2019Wave,1,0,0
3739,"if U are so convinced , why DON'T u file a PIL against the PM ! Tweeting RUBBISH WON'T help in anything! ",1,0,0
3740,Your love make us strong.. your hate make us unstoppable.. #NaMoAgain,1,0,0
3741,"Kahe Bharat Sara, NaMo Dobara!",1,0,0
3742,*Jai Modi-Be Modi* ,1,0,0
3743,Sir it's win of your diplomacy and isolation of Pakistan done by present Govt under your leadership. Solute to tiger ,1,0,0
3744,It's amazing to see my country now capable of building luxury trains. ,1,0,0
3745,India Helped Pakistan Clean up a bit of its mess. This isn't war. This is Swachh Bharath crossing borders. ,1,0,0
3746,If he’s not PM again it’s the nation which stands to lose & all of us Deshvasi...,1,0,0
3747,After Amma's demise Tamilnadu s longing for a leader. Only @narendramodi ji can be the face of TamilNadu.,1,0,0
3748,"U may not get a reply from ur GF, but MODI GOVT will certainly reply u, no matter how small the issue is. This is new INDIA.",1,0,0
3749,Opposition is fighting for there survival of their corrupt past . @narendramodi is fighting for revival of India. ,1,0,0
3750,"“MOOD OF THE NATION” Fir Ek baar, MODI sarkar ",1,0,0
3751,83% people say Modi-led government is most likely outcome after 2019 general election. ,1,0,0
3752,NAMO WAVE unites all and set to win 350+ seats.,1,0,0
3753,Hats off to @narendramodi he is a true patriot... Hope Indians understand that soon !!! #PulwamaAttack,1,0,0
3754,India need Modi for continued growth: CISCO CEO,1,0,0
3755,Train 18 is a example of how projects get's completed on time with absolute zero corruption when you have a govt with full majority. ,1,0,0
3756,NAMO AGAIN. India's economy is set to grow faster than China's this year ,1,0,0
3757,"This is not ur last sitting sir,we will make u to lead us for decades",1,0,0
3758,PM like Him India needs forever..,1,0,0
3759,When your opposition praises you their must be something you are doing right,1,0,0
3760,"Mulayam Singh Yadav pitches second term for PM @narendramodi ji, says ""I hope he comes back as PM."" ",1,0,0
3761,"Why we need #Namoagain ????PM Modi receives UN's Champion Of The Earth award, says Indians committed to save environment.",1,0,0
3762,"If India keeps it's focus on sanitation, world will have lesson to learn : @BillGates ",1,0,0
3763,"Modi govt signs a deal with the US for 72,400 state of the art assault rifles for the frontline soldier. ",1,0,0
3764,"""Hum to Vote #Modi ko hi denge"":- A cabby ",1,0,0
3765,"""Nation has gone crazy, Modiji everywhere""",1,0,0
3766,Weaponized #RafaleDeal will be helpful in guarding India but Only Hindutuva can help in #NaMoAgain,1,0,0
3767,South means not Madrasi. Nor the beggers of UAE That time has gone. I vote for Modi #NaMoAgain,1,0,0
3768,"""Apne Paiso k saath saath Apna Desh bhi Bachaye"" #NamoAgain",1,0,0
